season,round,position,constructorName,points
2023,1,9,Haas F1 Team,0.0
2023,1,10,McLaren,0.0
2023,2,1,Red Bull,87.0
2023,2,2,Aston Martin,38.0
2023,2,3,Mercedes,38.0
2023,2,4,Ferrari,26.0
2023,2,5,Alpine F1 Team,8.0
2023,2,6,Alfa Romeo,4.0
2023,2,7,Haas F1 Team,1.0
2023,2,8,Williams,1.0
2023,2,9,AlphaTauri,0.0
2023,2,10,McLaren,0.0
2023,3,1,Red Bull,123.0
2023,3,2,Aston Martin,65.0
2023,3,3,Mercedes,56.0
2023,3,4,Ferrari,26.0
2023,3,5,McLaren,12.0
2023,3,6,Alpine F1 Team,8.0
2023,3,7,Haas F1 Team,7.0
2023,3,8,Alfa Romeo,6.0
2023,3,9,AlphaTauri,1.0
2023,3,10,Williams,1.0
2023,4,1,Red Bull,180.0
2023,4,2,Aston Martin,87.0
2023,4,3,Mercedes,76.0
2023,4,4,Ferrari,62.0
2023,4,5,McLaren,14.0
2023,4,6,Alpine F1 Team,8.0
2023,4,7,Haas F1 Team,7.0
2023,4,8,Alfa Romeo,6.0
2023,4,9,AlphaTauri,2.0
2023,4,10,Williams,1.0
2023,5,1,Red Bull,224.0
2023,5,2,Aston Martin,102.0
2023,5,3,Mercedes,96.0
2023,5,4,Ferrari,78.0
2023,5,5,McLaren,14.0
2023,5,6,Alpine F1 Team,14.0
2023,5,7,Haas F1 Team,8.0
2023,5,8,Alfa Romeo,6.0
2023,5,9,AlphaTauri,2.0
2023,5,10,Williams,1.0
2023,6,1,Red Bull,249.0
2023,6,2,Aston Martin,120.0
2023,6,3,Mercedes,119.0
2023,6,4,Ferrari,90.0
2023,6,5,Alpine F1 Team,35.0
2023,6,6,McLaren,17.0
2023,6,7,Haas F1 Team,8.0
2023,6,8,Alfa Romeo,6.0
2023,6,9,AlphaTauri,2.0
2023,6,10,Williams,1.0
2023,7,1,Red Bull,287.0
2023,7,2,Mercedes,152.0
2023,7,3,Aston Martin,134.0
2023,7,4,Ferrari,100.0
2023,7,5,Alpine F1 Team,40.0
2023,7,6,McLaren,17.0
2023,7,7,Haas F1 Team,8.0
2023,7,8,Alfa Romeo,8.0
2023,7,9,AlphaTauri,2.0
2023,7,10,Williams,1.0
2023,8,1,Red Bull,321.0
2023,8,2,Mercedes,167.0
2023,8,3,Aston Martin,154.0
2023,8,4,Ferrari,122.0
2023,8,5,Alpine F1 Team,44.0
2023,8,6,McLaren,17.0
2023,8,7,Alfa Romeo,9.0
2023,8,8,Haas F1 Team,8.0
2023,8,9,Williams,7.0
2023,8,10,AlphaTauri,2.0
2023,9,1,Red Bull,377.0
2023,9,2,Mercedes,178.0
2023,9,3,Aston Martin,175.0
2023,9,4,Ferrari,154.0
2023,9,5,Alpine F1 Team,47.0
2023,9,6,McLaren,29.0
2023,9,7,Haas F1 Team,11.0
2023,9,8,Alfa Romeo,9.0
2023,9,9,Williams,7.0
2023,9,10,AlphaTauri,2.0
2023,10,1,Red Bull,411.0
2023,10,2,Mercedes,203.0
2023,10,3,Aston Martin,181.0
2023,10,4,Ferrari,157.0
2023,10,5,McLaren,59.0
2023,10,6,Alpine F1 Team,47.0
2023,10,7,Williams,11.0
2023,10,8,Haas F1 Team,11.0
2023,10,9,Alfa Romeo,9.0
2023,10,10,AlphaTauri,2.0
2023,11,1,Red Bull,452.0
2023,11,2,Mercedes,223.0
2023,11,3,Aston Martin,184.0
2023,11,4,Ferrari,167.0
2023,11,5,McLaren,87.0
2023,11,6,Alpine F1 Team,47.0
2023,11,7,Williams,11.0
2023,11,8,Haas F1 Team,11.0
2023,11,9,Alfa Romeo,9.0
2023,11,10,AlphaTauri,2.0
2023,12,1,Red Bull,503.0
2023,12,2,Mercedes,247.0
2023,12,3,Aston Martin,196.0
2023,12,4,Ferrari,191.0
2023,12,5,McLaren,103.0
2023,12,6,Alpine F1 Team,57.0
2023,12,7,Williams,11.0
2023,12,8,Haas F1 Team,11.0
2023,12,9,Alfa Romeo,9.0
2023,12,10,AlphaTauri,3.0
2023,13,1,Red Bull,540.0
2023,13,2,Mercedes,255.0
2023,13,3,Aston Martin,215.0
2023,13,4,Ferrari,201.0
2023,13,5,McLaren,111.0
2023,13,6,Alpine F1 Team,73.0
2023,13,7,Williams,15.0
2023,13,8,Haas F1 Team,11.0
2023,13,9,Alfa Romeo,9.0
2023,13,10,AlphaTauri,3.0
2023,14,1,Red Bull,583.0
2023,14,2,Mercedes,273.0
2023,14,3,Ferrari,228.0
2023,14,4,Aston Martin,217.0
2023,14,5,McLaren,115.0
2023,14,6,Alpine F1 Team,73.0
2023,14,7,Williams,21.0
2023,14,8,Haas F1 Team,11.0
2023,14,9,Alfa Romeo,10.0
2023,14,10,AlphaTauri,3.0
2023,15,1,Red Bull,597.0
2023,15,2,Mercedes,289.0
2023,15,3,Ferrari,265.0
2023,15,4,Aston Martin,217.0
2023,15,5,McLaren,139.0
2023,15,6,Alpine F1 Team,81.0
2023,15,7,Williams,21.0
2023,15,8,Haas F1 Team,12.0
2023,15,9,Alfa Romeo,10.0
2023,15,10,AlphaTauri,5.0
2023,16,1,Red Bull,623.0
2023,16,2,Mercedes,305.0
2023,16,3,Ferrari,285.0
2023,16,4,Aston Martin,221.0
2023,16,5,McLaren,172.0
2023,16,6,Alpine F1 Team,84.0
2023,16,7,Williams,21.0
2023,16,8,Haas F1 Team,12.0
2023,16,9,Alfa Romeo,10.0
2023,16,10,AlphaTauri,5.0
2023,17,1,Red Bull,657.0
2023,17,2,Mercedes,326.0
2023,17,3,Ferrari,298.0
2023,17,4,Aston Martin,230.0
2023,17,5,McLaren,219.0
2023,17,6,Alpine F1 Team,90.0
2023,17,7,Williams,23.0
2023,17,8,Alfa Romeo,16.0
2023,17,9,Haas F1 Team,12.0
2023,17,10,AlphaTauri,5.0
2023,18,1,Red Bull,706.0
2023,18,2,Mercedes,344.0
2023,18,3,Ferrari,322.0
2023,18,4,McLaren,242.0
2023,18,5,Aston Martin,236.0
2023,18,6,Alpine F1 Team,100.0
2023,18,7,Williams,26.0
2023,18,8,Alfa Romeo,16.0
2023,18,9,Haas F1 Team,12.0
2023,18,10,AlphaTauri,10.0
2023,19,1,Red Bull,731.0
2023,19,2,Mercedes,371.0
2023,19,3,Ferrari,349.0
2023,19,4,McLaren,256.0
2023,19,5,Aston Martin,236.0
2023,19,6,Alpine F1 Team,101.0
2023,19,7,Williams,28.0
2023,19,8,AlphaTauri,16.0
2023,19,9,Alfa Romeo,16.0
2023,19,10,Haas F1 Team,12.0
2023,20,1,Red Bull,782.0
2023,20,2,Mercedes,382.0
2023,20,3,Ferrari,362.0
2023,20,4,McLaren,282.0
2023,20,5,Aston Martin,261.0
2023,20,6,Alpine F1 Team,108.0
2023,20,7,Williams,28.0
2023,20,8,AlphaTauri,21.0
2023,20,9,Alfa Romeo,16.0
2023,20,10,Haas F1 Team,12.0
2023,21,1,Red Bull,822.0
2023,21,2,Mercedes,392.0
2023,21,3,Ferrari,388.0
2023,21,4,McLaren,284.0
2023,21,5,Aston Martin,273.0
2023,21,6,Alpine F1 Team,120.0
2023,21,7,Williams,28.0
2023,21,8,AlphaTauri,21.0
2023,21,9,Alfa Romeo,16.0
2023,21,10,Haas F1 Team,12.0
2023,22,1,Red Bull,860.0
2023,22,2,Mercedes,409.0
2023,22,3,Ferrari,406.0
2023,22,4,McLaren,302.0
2023,22,5,Aston Martin,280.0
2023,22,6,Alpine F1 Team,120.0
2023,22,7,Williams,28.0
2023,22,8,AlphaTauri,25.0
2023,22,9,Alfa Romeo,16.0
2023,22,10,Haas F1 Team,12.0
2024,1,1,Red Bull,44.0
2024,1,2,Ferrari,27.0
2024,1,3,Mercedes,16.0
2024,1,4,McLaren,12.0
2024,1,5,Aston Martin,3.0
2024,1,6,Sauber,0.0
2024,1,7,Haas F1 Team,0.0
2024,1,8,RB F1 Team,0.0
2024,1,9,Williams,0.0
2024,1,10,Alpine F1 Team,0.0
2024,2,1,Red Bull,87.0
2024,2,2,Ferrari,49.0
2024,2,3,McLaren,28.0
2024,2,4,Mercedes,26.0
2024,2,5,Aston Martin,13.0
2024,2,6,Haas F1 Team,1.0
2024,2,7,Williams,0.0
2024,2,8,Sauber,0.0
2024,2,9,RB F1 Team,0.0
2024,2,10,Alpine F1 Team,0.0
2024,3,1,Red Bull,97.0
2024,3,2,Ferrari,93.0
2024,3,3,McLaren,55.0
2024,3,4,Mercedes,26.0
2024,3,5,Aston Martin,25.0
2024,3,6,RB F1 Team,6.0
2024,3,7,Haas F1 Team,4.0
2024,3,8,Williams,0.0
2024,3,9,Sauber,0.0
2024,3,10,Alpine F1 Team,0.0
2024,4,1,Red Bull,141.0
2024,4,2,Ferrari,120.0
2024,4,3,McLaren,69.0
2024,4,4,Mercedes,34.0
2024,4,5,Aston Martin,33.0
2024,4,6,RB F1 Team,7.0
2024,4,7,Haas F1 Team,4.0
2024,4,8,Williams,0.0
2024,4,9,Sauber,0.0
2024,4,10,Alpine F1 Team,0.0
2024,5,1,Red Bull,195.0
2024,5,2,Ferrari,151.0
2024,5,3,McLaren,96.0
2024,5,4,Mercedes,52.0
2024,5,5,Aston Martin,40.0
2024,5,6,RB F1 Team,7.0
2024,5,7,Haas F1 Team,5.0
2024,5,8,Williams,0.0
2024,5,9,Alpine F1 Team,0.0
2024,5,10,Sauber,0.0
2024,6,1,Red Bull,239.0
2024,6,2,Ferrari,187.0
2024,6,3,McLaren,124.0
2024,6,4,Mercedes,64.0
2024,6,5,Aston Martin,42.0
2024,6,6,RB F1 Team,19.0
2024,6,7,Haas F1 Team,7.0
2024,6,8,Alpine F1 Team,1.0
2024,6,9,Williams,0.0
2024,6,10,Sauber,0.0
2024,7,1,Red Bull,268.0
2024,7,2,Ferrari,212.0
2024,7,3,McLaren,154.0
2024,7,4,Mercedes,79.0
2024,7,5,Aston Martin,44.0
2024,7,6,RB F1 Team,20.0
2024,7,7,Haas F1 Team,7.0
2024,7,8,Alpine F1 Team,1.0
2024,7,9,Williams,0.0
2024,7,10,Sauber,0.0
2024,8,1,Red Bull,276.0
2024,8,2,Ferrari,252.0
2024,8,3,McLaren,184.0
2024,8,4,Mercedes,96.0
2024,8,5,Aston Martin,44.0
2024,8,6,RB F1 Team,24.0
2024,8,7,Haas F1 Team,7.0
2024,8,8,Williams,2.0
2024,8,9,Alpine F1 Team,2.0
2024,8,10,Sauber,0.0
2024,9,1,Red Bull,301.0
2024,9,2,Ferrari,252.0
2024,9,3,McLaren,212.0
2024,9,4,Mercedes,124.0
2024,9,5,Aston Martin,58.0
2024,9,6,RB F1 Team,28.0
2024,9,7,Haas F1 Team,7.0
2024,9,8,Alpine F1 Team,5.0
2024,9,9,Williams,2.0
2024,9,10,Sauber,0.0
2024,10,1,Red Bull,330.0
2024,10,2,Ferrari,270.0
2024,10,3,McLaren,237.0
2024,10,4,Mercedes,151.0
2024,10,5,Aston Martin,58.0
2024,10,6,RB F1 Team,28.0
2024,10,7,Alpine F1 Team,8.0
2024,10,8,Haas F1 Team,7.0
2024,10,9,Williams,2.0
2024,10,10,Sauber,0.0
2024,11,1,Red Bull,355.0
2024,11,2,Ferrari,291.0
2024,11,3,McLaren,268.0
2024,11,4,Mercedes,196.0
2024,11,5,Aston Martin,58.0
2024,11,6,RB F1 Team,30.0
2024,11,7,Haas F1 Team,19.0
2024,11,8,Alpine F1 Team,9.0
2024,11,9,Williams,2.0
2024,11,10,Sauber,0.0
2024,12,1,Red Bull,373.0
2024,12,2,Ferrari,302.0
2024,12,3,McLaren,295.0
2024,12,4,Mercedes,221.0
2024,12,5,Aston Martin,68.0
2024,12,6,RB F1 Team,31.0
2024,12,7,Haas F1 Team,27.0
2024,12,8,Alpine F1 Team,9.0
2024,12,9,Williams,4.0
2024,12,10,Sauber,0.0
2024,13,1,Red Bull,389.0
2024,13,2,McLaren,338.0
2024,13,3,Ferrari,322.0
2024,13,4,Mercedes,241.0
2024,13,5,Aston Martin,69.0
2024,13,6,RB F1 Team,33.0
2024,13,7,Haas F1 Team,27.0
2024,13,8,Alpine F1 Team,9.0
2024,13,9,Williams,4.0
2024,13,10,Sauber,0.0
2024,14,1,Red Bull,408.0
2024,14,2,McLaren,366.0
2024,14,3,Ferrari,345.0
2024,14,4,Mercedes,266.0
2024,14,5,Aston Martin,73.0
2024,14,6,RB F1 Team,34.0
2024,14,7,Haas F1 Team,27.0
2024,14,8,Alpine F1 Team,11.0
2024,14,9,Williams,4.0
2024,14,10,Sauber,0.0
2024,15,1,Red Bull,434.0
2024,15,2,McLaren,404.0
2024,15,3,Ferrari,370.0
2024,15,4,Mercedes,276.0
2024,15,5,Aston Martin,74.0
2024,15,6,RB F1 Team,34.0
2024,15,7,Haas F1 Team,27.0
2024,15,8,Alpine F1 Team,13.0
2024,15,9,Williams,4.0
2024,15,10,Sauber,0.0
2024,16,1,Red Bull,446.0
2024,16,2,McLaren,438.0
2024,16,3,Ferrari,407.0
2024,16,4,Mercedes,292.0
2024,16,5,Aston Martin,74.0
2024,16,6,RB F1 Team,34.0
2024,16,7,Haas F1 Team,28.0
2024,16,8,Alpine F1 Team,13.0
2024,16,9,Williams,6.0
2024,16,10,Sauber,0.0
2024,17,1,McLaren,476.0
2024,17,2,Red Bull,456.0
2024,17,3,Ferrari,425.0
2024,17,4,Mercedes,309.0
2024,17,5,Aston Martin,82.0
2024,17,6,RB F1 Team,34.0
2024,17,7,Haas F1 Team,29.0
2024,17,8,Williams,16.0
2024,17,9,Alpine F1 Team,13.0
2024,17,10,Sauber,0.0
2024,18,1,McLaren,516.0
2024,18,2,Red Bull,475.0
2024,18,3,Ferrari,441.0
2024,18,4,Mercedes,329.0
2024,18,5,Aston Martin,86.0
2024,18,6,RB F1 Team,34.0
2024,18,7,Haas F1 Team,31.0
2024,18,8,Williams,16.0
2024,18,9,Alpine F1 Team,13.0
2024,18,10,Sauber,0.0
2024,19,1,McLaren,544.0
2024,19,2,Red Bull,504.0
2024,19,3,Ferrari,496.0
2024,19,4,Mercedes,344.0
2024,19,5,Aston Martin,86.0
2024,19,6,Haas F1 Team,38.0
2024,19,7,RB F1 Team,36.0
2024,19,8,Williams,17.0
2024,19,9,Alpine F1 Team,13.0
2024,19,10,Sauber,0.0
2024,20,1,McLaren,566.0
2024,20,2,Ferrari,537.0
2024,20,3,Red Bull,512.0
2024,20,4,Mercedes,366.0
2024,20,5,Aston Martin,86.0
2024,20,6,Haas F1 Team,46.0
2024,20,7,RB F1 Team,36.0
2024,20,8,Williams,17.0
2024,20,9,Alpine F1 Team,14.0
2024,20,10,Sauber,0.0
2024,21,1,McLaren,593.0
2024,21,2,Ferrari,557.0
2024,21,3,Red Bull,544.0
2024,21,4,Mercedes,382.0
2024,21,5,Aston Martin,86.0
2024,21,6,Alpine F1 Team,49.0
2024,21,7,Haas F1 Team,46.0
2024,21,8,RB F1 Team,44.0
2024,21,9,Williams,17.0
2024,21,10,Sauber,0.0
2024,22,1,McLaren,608.0
2024,22,2,Ferrari,584.0
2024,22,3,Red Bull,555.0
2024,22,4,Mercedes,425.0
2024,22,5,Aston Martin,86.0
2024,22,6,Haas F1 Team,50.0
2024,22,7,Alpine F1 Team,49.0
2024,22,8,RB F1 Team,46.0
2024,22,9,Williams,17.0
2024,22,10,Sauber,0.0
2024,23,1,McLaren,640.0
2024,23,2,Ferrari,619.0
2024,23,3,Red Bull,581.0
2024,23,4,Mercedes,446.0
2024,23,5,Aston Martin,92.0
2024,23,6,Alpine F1 Team,59.0
2024,23,7,Haas F1 Team,54.0
2024,23,8,RB F1 Team,46.0
2024,23,9,Williams,17.0
2024,23,10,Sauber,4.0
2024,24,1,McLaren,666.0
2024,24,2,Ferrari,652.0
2024,24,3,Red Bull,589.0
2024,24,4,Mercedes,468.0
2024,24,5,Aston Martin,94.0
2024,24,6,Alpine F1 Team,65.0
2024,24,7,Haas F1 Team,58.0
2024,24,8,RB F1 Team,46.0
2024,24,9,Williams,17.0
2024,24,10,Sauber,4.0
2025,1,1,McLaren,27.0
2025,1,2,Mercedes,27.0
2025,1,3,Red Bull,18.0
2025,1,4,Williams,10.0
2025,1,5,Aston Martin,8.0
2025,1,6,Sauber,6.0
2025,1,7,Ferrari,5.0
2025,1,8,Alpine F1 Team,0.0
2025,1,9,RB F1 Team,0.0
2025,1,10,Haas F1 Team,0.0
2025,2,1,McLaren,78.0
2025,2,2,Mercedes,57.0
2025,2,3,Red Bull,36.0
2025,2,4,Williams,17.0
2025,2,5,Ferrari,17.0
2025,2,6,Haas F1 Team,14.0
2025,2,7,Aston Martin,10.0
2025,2,8,Sauber,6.0
2025,2,9,RB F1 Team,3.0
2025,2,10,Alpine F1 Team,0.0
2025,3,1,McLaren,111.0
2025,3,2,Mercedes,75.0
2025,3,3,Red Bull,61.0
2025,3,4,Ferrari,35.0
2025,3,5,Williams,19.0
2025,3,6,Haas F1 Team,15.0
2025,3,7,Aston Martin,10.0
2025,3,8,RB F1 Team,7.0
2025,3,9,Sauber,6.0
2025,3,10,Alpine F1 Team,0.0
2025,4,1,McLaren,151.0
2025,4,2,Mercedes,93.0
2025,4,3,Red Bull,71.0
2025,4,4,Ferrari,57.0
2025,4,5,Haas F1 Team,20.0
2025,4,6,Williams,19.0
2025,4,7,Aston Martin,10.0
2025,4,8,RB F1 Team,7.0
2025,4,9,Alpine F1 Team,6.0
2025,4,10,Sauber,6.0
2025,5,1,McLaren,188.0
2025,5,2,Mercedes,111.0
2025,5,3,Red Bull,89.0
2025,5,4,Ferrari,78.0
2025,5,5,Williams,25.0
2025,5,6,Haas F1 Team,20.0
2025,5,7,Aston Martin,10.0
2025,5,8,RB F1 Team,8.0
2025,5,9,Alpine F1 Team,6.0
2025,5,10,Sauber,6.0
2025,6,1,McLaren,246.0
2025,6,2,Mercedes,141.0
2025,6,3,Red Bull,105.0
2025,6,4,Ferrari,94.0
2025,6,5,Williams,37.0
2025,6,6,Haas F1 Team,20.0
2025,6,7,Aston Martin,14.0
2025,6,8,RB F1 Team,8.0
2025,6,9,Alpine F1 Team,7.0
2025,6,10,Sauber,6.0
2025,7,1,McLaren,279.0
2025,7,2,Mercedes,147.0
2025,7,3,Red Bull,131.0
2025,7,4,Ferrari,114.0
2025,7,5,Williams,51.0
2025,7,6,Haas F1 Team,20.0
2025,7,7,Aston Martin,14.0
2025,7,8,RB F1 Team,10.0
2025,7,9,Alpine F1 Team,7.0
2025,7,10,Sauber,6.0
2025,8,1,McLaren,319.0
2025,8,2,Mercedes,147.0
2025,8,3,Red Bull,143.0
2025,8,4,Ferrari,142.0
2025,8,5,Williams,54.0
2025,8,6,Haas F1 Team,26.0
2025,8,7,RB F1 Team,22.0
2025,8,8,Aston Martin,14.0
2025,8,9,Alpine F1 Team,7.0
2025,8,10,Sauber,6.0
2025,9,1,McLaren,362.0
2025,9,2,Ferrari,165.0
2025,9,3,Mercedes,159.0
2025,9,4,Red Bull,144.0
2025,9,5,Williams,54.0
2025,9,6,RB F1 Team,28.0
2025,9,7,Haas F1 Team,26.0
2025,9,8,Sauber,16.0
2025,9,9,Aston Martin,16.0
2025,9,10,Alpine F1 Team,11.0
2025,10,1,McLaren,374.0
2025,10,2,Mercedes,199.0
2025,10,3,Ferrari,183.0
2025,10,4,Red Bull,162.0
2025,10,5,Williams,55.0
2025,10,6,Haas F1 Team,28.0
2025,10,7,RB F1 Team,28.0
2025,10,8,Aston Martin,22.0
2025,10,9,Sauber,20.0
2025,10,10,Alpine F1 Team,11.0
2025,11,1,McLaren,417.0
2025,11,2,Ferrari,210.0
2025,11,3,Mercedes,209.0
2025,11,4,Red Bull,162.0
2025,11,5,Williams,55.0
2025,11,6,RB F1 Team,36.0
2025,11,7,Haas F1 Team,29.0
2025,11,8,Aston Martin,28.0
2025,11,9,Sauber,26.0
2025,11,10,Alpine F1 Team,11.0
2025,12,1,McLaren,460.0
2025,12,2,Ferrari,222.0
2025,12,3,Mercedes,210.0
2025,12,4,Red Bull,172.0
2025,12,5,Williams,59.0
2025,12,6,Sauber,41.0
2025,12,7,RB F1 Team,36.0
2025,12,8,Aston Martin,36.0
2025,12,9,Haas F1 Team,29.0
2025,12,10,Alpine F1 Team,19.0
2025,13,1,McLaren,516.0
2025,13,2,Ferrari,248.0
2025,13,3,Mercedes,220.0
2025,13,4,Red Bull,192.0
2025,13,5,Williams,70.0
2025,13,6,Sauber,43.0
2025,13,7,RB F1 Team,41.0
2025,13,8,Aston Martin,36.0
2025,13,9,Haas F1 Team,35.0
2025,13,10,Alpine F1 Team,20.0
2025,14,1,McLaren,559.0
2025,14,2,Ferrari,260.0
2025,14,3,Mercedes,236.0
2025,14,4,Red Bull,194.0
2025,14,5,Williams,70.0
2025,14,6,Aston Martin,52.0
2025,14,7,Sauber,51.0
2025,14,8,RB F1 Team,45.0
2025,14,9,Haas F1 Team,35.0
2025,14,10,Alpine F1 Team,20.0
2025,15,1,McLaren,584.0
2025,15,2,Ferrari,260.0
2025,15,3,Mercedes,248.0
2025,15,4,Red Bull,214.0
2025,15,5,Williams,80.0
2025,15,6,Aston Martin,62.0
2025,15,7,RB F1 Team,60.0
2025,15,8,Sauber,51.0
2025,15,9,Haas F1 Team,44.0
2025,15,10,Alpine F1 Team,20.0
2025,16,1,McLaren,617.0
2025,16,2,Ferrari,280.0
2025,16,3,Mercedes,260.0
2025,16,4,Red Bull,239.0
2025,16,5,Williams,86.0
2025,16,6,Aston Martin,62.0
2025,16,7,RB F1 Team,61.0
2025,16,8,Sauber,55.0
2025,16,9,Haas F1 Team,44.0
2025,16,10,Alpine F1 Team,20.0
2025,17,1,McLaren,623.0
2025,17,2,Mercedes,290.0
2025,17,3,Ferrari,286.0
2025,17,4,Red Bull,272.0
2025,17,5,Williams,101.0
2025,17,6,RB F1 Team,72.0
2025,17,7,Aston Martin,62.0
2025,17,8,Sauber,55.0
2025,17,9,Haas F1 Team,44.0
2025,17,10,Alpine F1 Team,20.0
2025,18,1,McLaren,650.0
2025,18,2,Mercedes,325.0
2025,18,3,Ferrari,298.0
2025,18,4,Red Bull,290.0
2025,18,5,Williams,102.0
2025,18,6,RB F1 Team,72.0
2025,18,7,Aston Martin,68.0
2025,18,8,Sauber,55.0
2025,18,9,Haas F1 Team,46.0
2025,18,10,Alpine F1 Team,20.0
2025,19,1,McLaren,678.0
2025,19,2,Mercedes,341.0
2025,19,3,Ferrari,334.0
2025,19,4,Red Bull,331.0
2025,19,5,Williams,111.0
2025,19,6,RB F1 Team,72.0
2025,19,7,Aston Martin,69.0
2025,19,8,Sauber,59.0
2025,19,9,Haas F1 Team,48.0
2025,19,10,Alpine F1 Team,20.0
2025,20,1,McLaren,713.0
2025,20,2,Ferrari,356.0
2025,20,3,Mercedes,355.0
2025,20,4,Red Bull,346.0
2025,20,5,Williams,111.0
2025,20,6,RB F1 Team,72.0
2025,20,7,Aston Martin,69.0
2025,20,8,Haas F1 Team,62.0
2025,20,9,Sauber,60.0
2025,20,10,Alpine F1 Team,20.0
2025,21,1,McLaren,756.0
2025,21,2,Mercedes,398.0
2025,21,3,Red Bull,366.0
2025,21,4,Ferrari,362.0
2025,21,5,Williams,111.0
2025,21,6,RB F1 Team,82.0
2025,21,7,Aston Martin,72.0
2025,21,8,Haas F1 Team,70.0
2025,21,9,Sauber,62.0
2025,21,10,Alpine F1 Team,22.0
2025,22,1,McLaren,756.0
2025,22,2,Mercedes,431.0
2025,22,3,Red Bull,391.0
2025,22,4,Ferrari,378.0
2025,22,5,Williams,121.0
2025,22,6,RB F1 Team,90.0
2025,22,7,Haas F1 Team,73.0
2025,22,8,Aston Martin,72.0
2025,22,9,Sauber,68.0
2025,22,10,Alpine F1 Team,22.0
2025,23,1,McLaren,800.0
2025,23,2,Mercedes,459.0
2025,23,3,Red Bull,426.0
2025,23,4,Ferrari,382.0
2025,23,5,Williams,137.0
2025,23,6,RB F1 Team,92.0
2025,23,7,Aston Martin,80.0
2025,23,8,Haas F1 Team,73.0
2025,23,9,Sauber,68.0
2025,23,10,Alpine F1 Team,22.0
2025,24,1,McLaren,833.0
2025,24,2,Mercedes,469.0
2025,24,3,Red Bull,451.0
2025,24,4,Ferrari,398.0
2025,24,5,Williams,137.0
2025,24,6,RB F1 Team,92.0
2025,24,7,Aston Martin,89.0
2025,24,8,Haas F1 Team,79.0
2025,24,9,Sauber,70.0
2025,24,10,Alpine F1 Team,22.0
